04:40:52 --->   row_id 27 - Actual: Urology | Predicted: Gastroenterology | Specialty: Gastroenterology
04:44:09 --->   row_id 1473 - Actual: Sleep Medicine | Predicted: Psychiatry / Psychology | Specialty: Psychiatry / Psychology

04:44:19 --->   row_id 1481 - Actual: Rheumatology | Predicted: Cardiovascular / Pulmonary | Specialty: Cardiovascular / Pulmonary

04:44:21 --->   row_id 1482 - Actual: Rheumatology | Predicted: Dermatology | Specialty: Dermatology

04:44:22 --->   row_id 1483 - Actual: Rheumatology | Predicted: Urology | Specialty: Neurology

04:44:26 --->   row_id 1487 - Actual: Rheumatology | Predicted: Orthopedic | Specialty: Orthopedic

04:44:52 --->   row_id 1791 - Actual: Psychiatry / Psychology | Predicted: Sleep Medicine | Specialty: Sleep Medicine

04:44:54 --->   row_id 1792 - Actual: Psychiatry / Psychology | Predicted: Urology | Specialty: Neurology

04:44:57 --->   row_id 1795 - Actual: Psychiatry / Psychology | Predicted: Urology | Specialty: Neurology

04:45:06 --->   row_id 1800 - Actual: Psychiatry / Psychology | Predicted: Sleep Medicine | Specialty: Sleep Medicine

04:45:21 --->   row_id 2008 - Actual: Orthopedic | Predicted: Rheumatology | Specialty: Rheumatology

04:45:58 --->   row_id 2055 - Actual: Orthopedic | Predicted: Cardiovascular / Pulmonary | Specialty: Cardiovascular / Pulmonary

04:46:06 --->   row_id 2061 - Actual: Orthopedic | Predicted: Rheumatology | Specialty: Rheumatology

04:46:18 --->   row_id 2071 - Actual: Orthopedic | Predicted: Rheumatology | Specialty: Rheumatology

04:46:25 --->   row_id 2077 - Actual: Orthopedic | Predicted: Rheumatology | Specialty: Rheumatology

04:46:55 --->   row_id 2100 - Actual: Orthopedic | Predicted: Rheumatology | Specialty: Rheumatology

04:46:57 --->   row_id 2101 - Actual: Orthopedic | Predicted: Rheumatology | Specialty: Rheumatology

04:47:02 --->   row_id 2106 - Actual: Orthopedic | Predicted: Rheumatology | Specialty: Rheumatology

04:47:19 --->   row_id 2120 - Actual: Orthopedic | Predicted: Urology | Specialty: Neurology

04:47:39 --->   row_id 2149 - Actual: Orthopedic | Predicted: Urology | Specialty: Neurology

04:47:42 --->   row_id 2157 - Actual: Orthopedic | Predicted: Rheumatology | Specialty: Rheumatology

04:47:54 --->   row_id 2164 - Actual: Orthopedic | Predicted: Urology | Specialty: Neurology

04:49:05 --->   row_id 2225 - Actual: Orthopedic | Predicted: Rheumatology | Specialty: Rheumatology

04:49:11 --->   row_id 2235 - Actual: Orthopedic | Predicted: Urology | Specialty: Neurology

04:49:18 --->   row_id 2240 - Actual: Orthopedic | Predicted: Rheumatology | Specialty: Rheumatology

04:49:41 --->   row_id 2262 - Actual: Orthopedic | Predicted: Rheumatology | Specialty: Rheumatology

04:49:58 --->   row_id 2274 - Actual: Orthopedic | Predicted: Urology | Specialty: Neurology

04:50:21 --->   row_id 2296 - Actual: Orthopedic | Predicted: Rheumatology | Specialty: Rheumatology

04:50:52 --->   row_id 2318 - Actual: Orthopedic | Predicted: Rheumatology | Specialty: Rheumatology

04:51:07 --->   row_id 2330 - Actual: Orthopedic | Predicted: Dermatology | Specialty: Dermatology

04:51:41 --->   row_id 2350 - Actual: Orthopedic | Predicted: Cardiovascular / Pulmonary | Specialty: Cardiovascular / Pulmonary

04:52:36 --->   row_id 2425 - Actual: Ophthalmology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

04:53:01 --->   row_id 3456 - Actual: Gastroenterology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

04:53:07 --->   row_id 3467 - Actual: Gastroenterology | Predicted: Cardiovascular / Pulmonary | Specialty: Cardiovascular / Pulmonary

04:53:27 --->   row_id 3486 - Actual: Gastroenterology | Predicted: Cardiovascular / Pulmonary | Specialty: Cardiovascular / Pulmonary

04:53:30 --->   row_id 3488 - Actual: Gastroenterology | Predicted: Urology | Specialty: Urology

04:53:34 --->   row_id 3490 - Actual: Gastroenterology | Predicted: Cardiovascular / Pulmonary | Specialty: Cardiovascular / Pulmonary

04:53:37 --->   row_id 3492 - Actual: Gastroenterology | Predicted: Urology | Specialty: Urology

04:54:36 --->   row_id 3522 - Actual: Gastroenterology | Predicted: Orthopedic | Specialty: Orthopedic

04:54:43 --->   row_id 3529 - Actual: Gastroenterology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

04:54:56 --->   row_id 3540 - Actual: Gastroenterology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

04:55:11 --->   row_id 3547 - Actual: Gastroenterology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

04:55:18 --->   row_id 3548 - Actual: Gastroenterology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

04:55:22 --->   row_id 3551 - Actual: Gastroenterology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

04:55:42 --->   row_id 3566 - Actual: Gastroenterology | Predicted: Cardiovascular / Pulmonary | Specialty: Cardiovascular / Pulmonary

04:55:49 --->   row_id 3577 - Actual: Gastroenterology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

04:55:58 --->   row_id 3590 - Actual: Gastroenterology | Predicted: none | Specialty: Hematology - Oncology

04:56:04 --->   row_id 3597 - Actual: Gastroenterology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

04:56:37 --->   row_id 3641 - Actual: Gastroenterology | Predicted: Psychiatry / Psychology | Specialty: Psychiatry / Psychology

04:56:41 --->   row_id 3644 - Actual: Gastroenterology | Predicted: none | Specialty: Hematology - Oncology

04:56:55 --->   row_id 3654 - Actual: Gastroenterology | Predicted: Sleep Medicine | Specialty: Sleep Medicine

04:56:56 --->   row_id 3655 - Actual: Gastroenterology | Predicted: Sleep Medicine | Specialty: Sleep Medicine

04:57:16 --->   row_id 3671 - Actual: Gastroenterology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

04:57:25 --->   row_id 3678 - Actual: Gastroenterology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

04:57:28 --->   row_id 3681 - Actual: Gastroenterology | Predicted: Cardiovascular / Pulmonary | Specialty: Cardiovascular / Pulmonary

04:57:52 --->   row_id 3696 - Actual: ENT - Otolaryngology | Predicted: Cardiovascular / Pulmonary | Specialty: Cardiovascular / Pulmonary

04:58:08 --->   row_id 3708 - Actual: ENT - Otolaryngology | Predicted: Cardiovascular / Pulmonary | Specialty: Cardiovascular / Pulmonary

04:58:27 --->   row_id 3724 - Actual: ENT - Otolaryngology | Predicted: Orthopedic | Specialty: Orthopedic

04:59:38 --->   row_id 3786 - Actual: Endocrinology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

04:59:42 --->   row_id 3788 - Actual: Endocrinology | Predicted: Cardiovascular / Pulmonary | Specialty: Cardiovascular / Pulmonary

04:59:43 --->   row_id 3789 - Actual: Endocrinology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

04:59:45 --->   row_id 3790 - Actual: Endocrinology | Predicted: Cardiovascular / Pulmonary | Specialty: Cardiovascular / Pulmonary

04:59:47 --->   row_id 3791 - Actual: Endocrinology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

04:59:48 --->   row_id 3792 - Actual: Endocrinology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

04:59:50 --->   row_id 3794 - Actual: Endocrinology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

04:59:53 --->   row_id 3797 - Actual: Endocrinology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

04:59:55 --->   row_id 3798 - Actual: Endocrinology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

04:59:57 --->   row_id 3799 - Actual: Endocrinology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

04:59:59 --->   row_id 3801 - Actual: Endocrinology | Predicted: Dermatology | Specialty: Dermatology

05:00:00 --->   row_id 3808 - Actual: Endocrinology | Predicted: Gastroenterology | Specialty: Gastroenterology

05:00:02 --->   row_id 3811 - Actual: Endocrinology | Predicted: Sleep Medicine | Specialty: Sleep Medicine

05:00:08 --->   row_id 4003 - Actual: Dermatology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

05:00:12 --->   row_id 4008 - Actual: Dermatology | Predicted: Orthopedic | Specialty: Orthopedic

05:00:18 --->   row_id 4013 - Actual: Dermatology | Predicted: Rheumatology | Specialty: Rheumatology

05:00:20 --->   row_id 4015 - Actual: Dermatology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

05:00:23 --->   row_id 4019 - Actual: Dermatology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

05:00:32 --->   row_id 4616 - Actual: Cardiovascular / Pulmonary | Predicted: Orthopedic | Specialty: Orthopedic

05:00:54 --->   row_id 4631 - Actual: Cardiovascular / Pulmonary | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

05:01:03 --->   row_id 4637 - Actual: Cardiovascular / Pulmonary | Predicted: Orthopedic | Specialty: Orthopedic

05:01:16 --->   row_id 4646 - Actual: Cardiovascular / Pulmonary | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

05:01:20 --->   row_id 4652 - Actual: Cardiovascular / Pulmonary | Predicted: Gastroenterology | Specialty: Gastroenterology

05:01:32 --->   row_id 4665 - Actual: Cardiovascular / Pulmonary | Predicted: Endocrinology | Specialty: Endocrinology

05:01:56 --->   row_id 4689 - Actual: Cardiovascular / Pulmonary | Predicted: Sleep Medicine | Specialty: Sleep Medicine

05:02:01 --->   row_id 4694 - Actual: Cardiovascular / Pulmonary | Predicted: Rheumatology | Specialty: Rheumatology

05:02:04 --->   row_id 4697 - Actual: Cardiovascular / Pulmonary | Predicted: none | Specialty: Nephrology

05:02:10 --->   row_id 4700 - Actual: Cardiovascular / Pulmonary | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

05:02:11 --->   row_id 4701 - Actual: Cardiovascular / Pulmonary | Predicted: Orthopedic | Specialty: Orthopedic

05:02:35 --->   row_id 4720 - Actual: Cardiovascular / Pulmonary | Predicted: Gastroenterology | Specialty: Gastroenterology

05:03:17 --->   row_id 4758 - Actual: Cardiovascular / Pulmonary | Predicted: Ophthalmology | Specialty: Ophthalmology

05:03:20 --->   row_id 4760 - Actual: Cardiovascular / Pulmonary | Predicted: Psychiatry / Psychology | Specialty: Psychiatry / Psychology

05:03:24 --->   row_id 4762 - Actual: Cardiovascular / Pulmonary | Predicted: Gastroenterology | Specialty: Gastroenterology

05:03:26 --->   row_id 4763 - Actual: Cardiovascular / Pulmonary | Predicted: Orthopedic | Specialty: Orthopedic

05:03:28 --->   row_id 4764 - Actual: Cardiovascular / Pulmonary | Predicted: Orthopedic | Specialty: Orthopedic

05:03:59 --->   row_id 4789 - Actual: Cardiovascular / Pulmonary | Predicted: Allergy / Immunology | Specialty: Allergy / Immunology

05:04:10 --->   row_id 4799 - Actual: Cardiovascular / Pulmonary | Predicted: Orthopedic | Specialty: Orthopedic

05:04:51 --->   row_id 4830 - Actual: Cardiovascular / Pulmonary | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

05:05:53 --->   row_id 4880 - Actual: Cardiovascular / Pulmonary | Predicted: Orthopedic | Specialty: Orthopedic

05:06:00 --->   row_id 4885 - Actual: Cardiovascular / Pulmonary | Predicted: Orthopedic | Specialty: Orthopedic

05:06:05 --->   row_id 4888 - Actual: Cardiovascular / Pulmonary | Predicted: Sleep Medicine | Specialty: Sleep Medicine

05:06:07 --->   row_id 4889 - Actual: Cardiovascular / Pulmonary | Predicted: Gastroenterology | Specialty: Gastroenterology

05:06:08 --->   row_id 4892 - Actual: Cardiovascular / Pulmonary | Predicted: Sleep Medicine | Specialty: Sleep Medicine

05:06:19 --->   row_id 4900 - Actual: Cardiovascular / Pulmonary | Predicted: Psychiatry / Psychology | Specialty: Psychiatry / Psychology

05:06:20 --->   row_id 4902 - Actual: Cardiovascular / Pulmonary | Predicted: Orthopedic | Specialty: Orthopedic

05:06:53 --->   row_id 4924 - Actual: Cardiovascular / Pulmonary | Predicted: Orthopedic | Specialty: Orthopedic

05:07:41 --->   row_id 4961 - Actual: Cardiovascular / Pulmonary | Predicted: Orthopedic | Specialty: Orthopedic

05:07:48 --->   row_id 4965 - Actual: Cardiovascular / Pulmonary | Predicted: Sleep Medicine | Specialty: Sleep Medicine

05:07:58 --->   row_id 4974 - Actual: Cardiovascular / Pulmonary | Predicted: Psychiatry / Psychology | Specialty: Psychiatry / Psychology

05:08:03 --->   row_id 4993 - Actual: Allergy / Immunology | Predicted: Rheumatology | Specialty: Rheumatology

05:08:05 --->   row_id 4994 - Actual: Allergy / Immunology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

05:08:07 --->   row_id 4995 - Actual: Allergy / Immunology | Predicted: Psychiatry / Psychology | Specialty: Psychiatry / Psychology

05:08:17 --->   row_id 27 - Actual: Urology | Predicted: Gastroenterology | Specialty: Gastroenterology

05:08:25 --->   row_id 33 - Actual: Urology | Predicted: Gastroenterology | Specialty: Gastroenterology

05:08:30 --->   row_id 36 - Actual: Urology | Predicted: Gastroenterology | Specialty: Gastroenterology

05:08:47 --->   row_id 50 - Actual: Urology | Predicted: Gastroenterology | Specialty: Gastroenterology

05:08:55 --->   row_id 58 - Actual: Urology | Predicted: Gastroenterology | Specialty: Gastroenterology

05:08:58 --->   row_id 60 - Actual: Urology | Predicted: Psychiatry / Psychology | Specialty: Psychiatry / Psychology

05:09:09 --->   row_id 70 - Actual: Urology | Predicted: Gastroenterology | Specialty: Gastroenterology

05:09:17 --->   row_id 81 - Actual: Urology | Predicted: Psychiatry / Psychology | Specialty: Psychiatry / Psychology

05:09:18 --->   row_id 83 - Actual: Urology | Predicted: Gastroenterology | Specialty: Gastroenterology

05:09:29 --->   row_id 95 - Actual: Urology | Predicted: Gastroenterology | Specialty: Gastroenterology

05:09:32 --->   row_id 98 - Actual: Urology | Predicted: Orthopedic | Specialty: Orthopedic

05:09:37 --->   row_id 101 - Actual: Urology | Predicted: Gastroenterology | Specialty: Gastroenterology

05:09:54 --->   row_id 111 - Actual: Urology | Predicted: Gastroenterology | Specialty: Gastroenterology

05:10:13 --->   row_id 138 - Actual: Urology | Predicted: Gastroenterology | Specialty: Gastroenterology

05:10:41 --->   row_id 167 - Actual: Urology | Predicted: Psychiatry / Psychology | Specialty: Psychiatry / Psychology

05:10:45 --->   row_id 170 - Actual: Urology | Predicted: none | Specialty: None

05:10:52 --->   row_id 180 - Actual: Urology | Predicted: Gastroenterology | Specialty: Gastroenterology

05:11:13 --->   row_id 1470 - Actual: Sleep Medicine | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

05:11:17 --->   row_id 1473 - Actual: Sleep Medicine | Predicted: Psychiatry / Psychology | Specialty: Psychiatry / Psychology

05:11:27 --->   row_id 1481 - Actual: Rheumatology | Predicted: Cardiovascular / Pulmonary | Specialty: Cardiovascular / Pulmonary

05:11:28 --->   row_id 1482 - Actual: Rheumatology | Predicted: Dermatology | Specialty: Dermatology

05:11:30 --->   row_id 1483 - Actual: Rheumatology | Predicted: Urology | Specialty: Neurology

05:11:33 --->   row_id 1487 - Actual: Rheumatology | Predicted: Orthopedic | Specialty: Orthopedic

05:12:00 --->   row_id 1791 - Actual: Psychiatry / Psychology | Predicted: Sleep Medicine | Specialty: Sleep Medicine

05:12:01 --->   row_id 1792 - Actual: Psychiatry / Psychology | Predicted: Urology | Specialty: Neurology

05:12:04 --->   row_id 1795 - Actual: Psychiatry / Psychology | Predicted: Urology | Specialty: Neurology

05:12:12 --->   row_id 1800 - Actual: Psychiatry / Psychology | Predicted: Sleep Medicine | Specialty: Sleep Medicine

05:12:27 --->   row_id 2008 - Actual: Orthopedic | Predicted: Rheumatology | Specialty: Rheumatology

05:12:29 --->   row_id 2011 - Actual: Orthopedic | Predicted: Rheumatology | Specialty: Rheumatology

05:12:41 --->   row_id 2024 - Actual: Orthopedic | Predicted: Rheumatology | Specialty: Rheumatology

05:13:04 --->   row_id 2055 - Actual: Orthopedic | Predicted: Cardiovascular / Pulmonary | Specialty: Cardiovascular / Pulmonary

05:13:11 --->   row_id 2061 - Actual: Orthopedic | Predicted: Rheumatology | Specialty: Rheumatology

05:13:22 --->   row_id 2071 - Actual: Orthopedic | Predicted: Rheumatology | Specialty: Rheumatology

05:13:35 --->   row_id 2077 - Actual: Orthopedic | Predicted: Rheumatology | Specialty: Rheumatology

05:14:09 --->   row_id 2100 - Actual: Orthopedic | Predicted: Rheumatology | Specialty: Rheumatology

05:14:10 --->   row_id 2101 - Actual: Orthopedic | Predicted: Rheumatology | Specialty: Rheumatology

05:14:16 --->   row_id 2106 - Actual: Orthopedic | Predicted: Rheumatology | Specialty: Rheumatology

05:14:52 --->   row_id 2149 - Actual: Orthopedic | Predicted: Rheumatology | Specialty: Rheumatology

05:14:55 --->   row_id 2157 - Actual: Orthopedic | Predicted: Rheumatology | Specialty: Rheumatology

05:15:06 --->   row_id 2164 - Actual: Orthopedic | Predicted: Urology | Specialty: Neurology

05:16:20 --->   row_id 2225 - Actual: Orthopedic | Predicted: Rheumatology | Specialty: Rheumatology

05:16:26 --->   row_id 2235 - Actual: Orthopedic | Predicted: Urology | Specialty: Neurology

05:16:33 --->   row_id 2240 - Actual: Orthopedic | Predicted: Rheumatology | Specialty: Rheumatology

05:16:58 --->   row_id 2262 - Actual: Orthopedic | Predicted: Rheumatology | Specialty: Rheumatology

05:17:14 --->   row_id 2274 - Actual: Orthopedic | Predicted: Urology | Specialty: Neurology

05:18:07 --->   row_id 2318 - Actual: Orthopedic | Predicted: Rheumatology | Specialty: Rheumatology

05:18:21 --->   row_id 2330 - Actual: Orthopedic | Predicted: Dermatology | Specialty: Dermatology

05:18:53 --->   row_id 2350 - Actual: Orthopedic | Predicted: Cardiovascular / Pulmonary | Specialty: Cardiovascular / Pulmonary

05:19:50 --->   row_id 2425 - Actual: Ophthalmology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

05:20:19 --->   row_id 3456 - Actual: Gastroenterology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

05:20:26 --->   row_id 3467 - Actual: Gastroenterology | Predicted: Cardiovascular / Pulmonary | Specialty: Cardiovascular / Pulmonary

05:20:48 --->   row_id 3486 - Actual: Gastroenterology | Predicted: Cardiovascular / Pulmonary | Specialty: Cardiovascular / Pulmonary

05:20:52 --->   row_id 3488 - Actual: Gastroenterology | Predicted: Urology | Specialty: Urology

05:20:56 --->   row_id 3490 - Actual: Gastroenterology | Predicted: Cardiovascular / Pulmonary | Specialty: Cardiovascular / Pulmonary

05:21:00 --->   row_id 3492 - Actual: Gastroenterology | Predicted: Urology | Specialty: Urology

05:21:44 --->   row_id 3522 - Actual: Gastroenterology | Predicted: none | Specialty: Radiology

05:21:52 --->   row_id 3529 - Actual: Gastroenterology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

05:22:05 --->   row_id 3540 - Actual: Gastroenterology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

05:22:14 --->   row_id 3547 - Actual: Gastroenterology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

05:22:15 --->   row_id 3548 - Actual: Gastroenterology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

05:22:18 --->   row_id 3551 - Actual: Gastroenterology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

05:22:36 --->   row_id 3566 - Actual: Gastroenterology | Predicted: Cardiovascular / Pulmonary | Specialty: Cardiovascular / Pulmonary

05:22:43 --->   row_id 3577 - Actual: Gastroenterology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

05:22:51 --->   row_id 3590 - Actual: Gastroenterology | Predicted: none | Specialty: Hematology - Oncology

05:22:56 --->   row_id 3597 - Actual: Gastroenterology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

05:23:29 --->   row_id 3641 - Actual: Gastroenterology | Predicted: Psychiatry / Psychology | Specialty: Psychiatry / Psychology

05:23:34 --->   row_id 3644 - Actual: Gastroenterology | Predicted: none | Specialty: Hematology - Oncology

05:23:47 --->   row_id 3654 - Actual: Gastroenterology | Predicted: Sleep Medicine | Specialty: Sleep Medicine

05:23:49 --->   row_id 3655 - Actual: Gastroenterology | Predicted: Sleep Medicine | Specialty: Sleep Medicine

05:24:06 --->   row_id 3671 - Actual: Gastroenterology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

05:24:14 --->   row_id 3678 - Actual: Gastroenterology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

05:24:18 --->   row_id 3681 - Actual: Gastroenterology | Predicted: Cardiovascular / Pulmonary | Specialty: Cardiovascular / Pulmonary

05:24:41 --->   row_id 3696 - Actual: ENT - Otolaryngology | Predicted: Cardiovascular / Pulmonary | Specialty: Cardiovascular / Pulmonary

05:24:57 --->   row_id 3708 - Actual: ENT - Otolaryngology | Predicted: Cardiovascular / Pulmonary | Specialty: Cardiovascular / Pulmonary

05:25:18 --->   row_id 3724 - Actual: ENT - Otolaryngology | Predicted: Orthopedic | Specialty: Orthopedic

05:26:12 --->   row_id 3786 - Actual: Endocrinology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

05:26:16 --->   row_id 3788 - Actual: Endocrinology | Predicted: Cardiovascular / Pulmonary | Specialty: Cardiovascular / Pulmonary

05:26:18 --->   row_id 3789 - Actual: Endocrinology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

05:26:19 --->   row_id 3790 - Actual: Endocrinology | Predicted: Cardiovascular / Pulmonary | Specialty: Cardiovascular / Pulmonary

05:26:21 --->   row_id 3791 - Actual: Endocrinology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

05:26:23 --->   row_id 3792 - Actual: Endocrinology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

05:26:24 --->   row_id 3794 - Actual: Endocrinology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

05:26:28 --->   row_id 3797 - Actual: Endocrinology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

05:26:30 --->   row_id 3798 - Actual: Endocrinology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

05:26:32 --->   row_id 3799 - Actual: Endocrinology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

05:26:34 --->   row_id 3801 - Actual: Endocrinology | Predicted: Dermatology | Specialty: Dermatology

05:26:35 --->   row_id 3808 - Actual: Endocrinology | Predicted: Gastroenterology | Specialty: Gastroenterology

05:26:37 --->   row_id 3811 - Actual: Endocrinology | Predicted: Sleep Medicine | Specialty: Sleep Medicine

05:26:43 --->   row_id 4003 - Actual: Dermatology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

05:26:47 --->   row_id 4008 - Actual: Dermatology | Predicted: Orthopedic | Specialty: Orthopedic

05:26:54 --->   row_id 4013 - Actual: Dermatology | Predicted: Rheumatology | Specialty: Rheumatology

05:26:56 --->   row_id 4015 - Actual: Dermatology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

05:27:00 --->   row_id 4019 - Actual: Dermatology | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

05:27:08 --->   row_id 4616 - Actual: Cardiovascular / Pulmonary | Predicted: Orthopedic | Specialty: Orthopedic

05:27:27 --->   row_id 4631 - Actual: Cardiovascular / Pulmonary | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

05:27:35 --->   row_id 4637 - Actual: Cardiovascular / Pulmonary | Predicted: Orthopedic | Specialty: Orthopedic

05:27:49 --->   row_id 4646 - Actual: Cardiovascular / Pulmonary | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

05:27:53 --->   row_id 4652 - Actual: Cardiovascular / Pulmonary | Predicted: Gastroenterology | Specialty: Gastroenterology

05:28:04 --->   row_id 4665 - Actual: Cardiovascular / Pulmonary | Predicted: Endocrinology | Specialty: Endocrinology

05:28:27 --->   row_id 4689 - Actual: Cardiovascular / Pulmonary | Predicted: Sleep Medicine | Specialty: Sleep Medicine

05:28:32 --->   row_id 4694 - Actual: Cardiovascular / Pulmonary | Predicted: Rheumatology | Specialty: Rheumatology

05:28:35 --->   row_id 4697 - Actual: Cardiovascular / Pulmonary | Predicted: none | Specialty: Nephrology

05:28:40 --->   row_id 4700 - Actual: Cardiovascular / Pulmonary | Predicted: ENT - Otolaryngology | Specialty: ENT - Otolaryngology

05:28:42 --->   row_id 4701 - Actual: Cardiovascular / Pulmonary | Predicted: Orthopedic | Specialty: Orthopedic

05:29:06 --->   row_id 4720 - Actual: Cardiovascular / Pulmonary | Predicted: Gastroenterology | Specialty: Gastroenterology

05:29:47 --->   row_id 4758 - Actual: Cardiovascular / Pulmonary | Predicted: Ophthalmology | Specialty: Ophthalmology

05:29:51 --->   row_id 4760 - Actual: Cardiovascular / Pulmonary | Predicted: Psychiatry / Psychology | Specialty: Psychiatry / Psychology

05:29:54 --->   row_id 4762 - Actual: Cardiovascular / Pulmonary | Predicted: Gastroenterology | Specialty: Gastroenterology

